hog_mean,hog_std,dissimilarity,homogeneity,ASM,energy,correlation,entropy,mean_intensity,std_intensity,skewness_intensity,kurtosis_intensity,aspect_ratio,edge_density,solidity,mean_color_R,std_color_R
0.7222929016292032,-0.04200770387675816,0.1749795990598605,-0.9053425624542905,-0.7867656568925758,-0.8908503166639062,0.5370429039355752,0.8476969773351012,0.8425534847307911,0.29498622175039446,-1.018203143593354,-0.2735030814710022,2.1427134641121435,-0.49626907724361,0.4441592646721675,0.8682163005297102,0.33973018421813833
0.6558238372863623,-0.09467367765236538,-1.4232409980827674,-0.2453768422192649,-0.8409347379753497,-1.0613189739260758,1.3497054910493833,1.0407312743085742,-0.3178028658745478,-0.9513792051805137,0.3582882754580511,0.815139918398037,-0.42004651889632616,2.007573873413323,1.1264928435899328,-0.3321066350560654,-0.985701745457885
0.1766041609216822,0.741641433366194,-1.735207848820053,0.24746472363732944,-0.5989657906391083,-0.48801426455380825,1.193625697323052,0.691908391636186,-0.8955351980137133,-1.4464330667404628,-0.7174913395761171,-0.27460538960741765,0.49522490360669863,0.17221982297247546,0.809207407927003,-0.8722761664260076,-1.3687323589967955
-0.8356130907737692,-0.3419218657811701,0.6037135567159408,0.7264904133398958,0.6524198724603395,0.8693637489763867,-0.379709918534916,-0.5131498228794553,-0.13461467757431134,0.5402981048329267,0.197725959322224,-0.5788050264424871,0.11221901603620209,-0.950545999213622,-1.3038566401152512,-0.12498206181142854,0.5498552161033411
0.788606534555767,-0.4505584315594182,-1.648034537768505,0.42890873869144713,-0.29024005449558093,-0.038538809408212533,0.9378207946674373,0.05824531054093281,-1.2790738755935722,-1.488063566712062,1.172162206306341,1.774574833563828,3.424093455616378,-0.6873796365353175,-0.2145791530152804,-1.2717536790589155,-1.475994510828948
-0.2682024398007764,0.1467643592440517,-0.13130711031464856,0.18124631803063326,-0.10415084285688592,0.1780216256352186,1.0587213593823148,0.16377426123098554,0.6008803344477324,0.8926766056328667,-0.44255871141353853,-0.6280331274721197,0.7075678736274006,-0.6942339179068072,0.577618945555485,0.6141468513899545,0.8998832109598626
0.04526218343517707,-0.28132054875952367,0.22610087132484144,0.8729240456504647,0.8291730741657993,1.0044634701798054,-0.33674466979410894,-1.0138226352968336,-0.5097676071650146,0.34986963536296256,0.6978926579156247,-0.3405789791448792,-0.7275777168573425,-0.5289573758490574,0.7163437736706392,-0.4859750573205674,0.39357491708650116
-0.49171638539154766,-0.7885602327093206,0.9933608795149305,0.8016174640436873,0.9979772712243334,1.127223335329709,-0.22614136153716213,-1.2159278314555029,-0.32118763461266675,0.9170626698112411,0.9756690454965725,-0.07196546777859991,0.9962155769767757,-0.8674428484512994,-0.1433537576331884,-0.3042879406718723,0.9339374010874344
-1.654945479350432,0.1611654292405368,1.085747470995326,0.9978365915775576,1.2077774681350795,1.2724677822366686,-0.5058195640114993,-1.2566259060760758,-0.2584667438470124,1.050564039279312,0.9015630894270092,-0.2062728559341175,-0.2306251288478739,-0.8651925468913979,-0.6347437853296595,-0.24392787417302692,1.0581999900474885
1.1044516551769636,-0.6377258600106679,-1.9921629195096342,-0.02371399263435512,-0.7061400699630305,-0.6953958511913503,-0.08961469491029551,0.6126212581677087,-1.6816825124631471,-2.2955808328178438,-0.3747815615876432,-0.37557139781885085,-1.149447437137198,1.4014666736791095,-0.53721521780734,-1.6595107260321025,-2.201809815750486
1.1587649715365769,-1.6874354378351015,1.5541646080351814,-0.5292511140332471,-0.3788479336084568,-0.15308266327110534,-0.838850760241379,0.41944623885526594,1.066385393142766,1.1672682298873802,-0.5763104118555699,-0.5212563269382628,0.007080144938418633,0.21157284080903874,-0.15817832200694437,1.0923577694449829,1.1955040623825646
1.5243013570443023,-1.5027608182500523,0.7146708386792022,-1.0924224730769891,-0.7810401268226032,-0.8752046820942654,0.1316727143957499,0.8296985509193512,0.9548072534292327,0.4549287257943604,-0.9783089857993017,-0.35747099481915245,-0.8627050614159709,-0.17189725097887004,0.6803780966414213,0.9107933628215881,0.42923363812341525
-0.29807104669638285,1.0751246481699663,2.423459667006819,-0.45193886229214747,-0.4170505851174524,-0.2053882418053529,0.10190199498161245,-0.012613054728478377,1.202816081399201,2.115906219138464,-0.029716881181833067,-0.604795334003359,1.1816784704839673,-0.47949657613058627,-1.411782787852749,1.22897714193693,2.1261888678267677
0.4794115039302124,0.3161412981724401,0.21538900656307758,-1.4375924211532787,-0.8922324553579682,-1.304949610773214,0.4953314206284394,1.2201447464183024,1.1959504986260892,0.10807275461719049,-1.1327728189663184,-0.011734357078814678,-0.7403915167723848,0.9577953356841945,1.0134447843832157,1.1509136669232036,0.06041571428900601
-1.9806943172881502,0.054248002179451416,1.0158480144990696,1.7879494960840807,2.32633080408785,1.9475753555582536,-1.0161995019194447,-1.9130113665882333,-0.36693500308589444,1.3559727410199,1.2550607855939704,0.0479476037297081,0.6563126739672309,-0.9440393977354508,0.22476379392610987,-0.3697155995668845,1.3288886467553185
-0.8543545347348009,1.3199034333998325,0.33161144239229084,-0.005030709707368397,-0.08597769318678526,0.19776488465238626,0.3739322706036996,-0.09365590592905018,0.04515562291991816,0.48055558327098813,0.09910451988185337,-0.4256244714301368,-1.2283015904605359,-0.525983747733158,-0.5425644604829366,0.05584940114733768,0.4860261132910706
